Customer_ID,Days_Since_Last_Purchase,Total_Orders,Total_Spent,R_Score,F_score,M_score,Final_RFM_Score,Segment
18208,29,9,2747.201903785301,4,5,4,13,Champions
18209,44,6,4019.508054355613,3,4,5,12,Loyal Customers
18210,84,5,2986.8612196123563,2,3,4,9,Potential Loyalists
18211,25,8,4763.313494650544,4,5,5,14,Champions
18212,116,1,554.2243649669925,2,1,1,4,At Risk
18213,20,7,3145.9112560743733,4,5,4,13,Champions
18214,111,5,2442.0278459600977,2,3,3,8,Potential Loyalists
18215,36,4,2195.8608607944043,4,3,3,10,Loyal Customers
18216,63,7,2374.403797739562,3,5,3,11,Loyal Customers
18217,120,5,2476.98597762346,2,3,3,8,Potential Loyalists
18218,61,6,3681.8178291897193,3,4,5,12,Loyal Customers
18219,19,3,2462.5214236299844,5,2,3,10,Loyal Customers
18220,59,9,4934.575738220756,3,5,5,13,Champions
18221,66,6,2095.340069012437,3,4,3,10,Loyal Customers
18222,44,8,4404.001669375707,3,5,5,13,Champions
18223,117,3,1314.3013392306011,2,2,1,5,At Risk
18224,10,3,2344.704589761297,5,2,3,10,Loyal Customers
18225,22,3,2250.460841157925,4,2,3,9,Potential Loyalists
18226,384,1,412.154060277276,1,1,1,3,Lost
18227,8,7,3515.312200351408,5,5,4,14,Champions
18228,25,4,2480.565579544844,4,3,3,10,Loyal Customers
18229,18,2,399.1673803701254,5,1,1,7,Potential Loyalists
18230,49,2,1062.0064254856936,3,1,1,5,At Risk
18231,152,3,1528.7627223565132,1,2,2,5,At Risk
18232,217,2,786.1344154367073,1,1,1,3,Lost
18233,108,6,2932.7444802453733,2,4,4,10,Loyal Customers
18234,18,5,2473.4712477177245,5,3,3,11,Loyal Customers
18235,54,6,2580.5436119621886,3,4,3,10,Loyal Customers
18236,163,4,1206.569901676868,1,3,1,5,At Risk
18237,168,3,2357.187790155416,1,2,3,6,At Risk
18238,181,2,1798.0126768710888,1,1,2,4,At Risk
18239,19,4,2529.192562092881,5,3,3,11,Loyal Customers
18240,237,4,1497.8018352874285,1,3,2,6,At Risk
18241,47,5,3686.029026629541,3,3,5,11,Loyal Customers
18243,95,4,1668.6670646291388,2,3,2,7,Potential Loyalists
18244,48,6,3908.450290880744,3,4,5,12,Loyal Customers
18245,34,4,1653.249458450449,4,3,2,9,Potential Loyalists
18246,56,3,1197.7718551458076,3,2,1,6,At Risk
18247,74,5,2629.4415281828897,3,3,3,9,Potential Loyalists
18248,190,1,811.6583873952831,1,1,1,3,Lost
18249,12,2,1089.389110993175,5,1,1,7,Potential Loyalists
18250,65,3,897.4785682030952,3,2,1,6,At Risk
18251,44,9,4808.360972873591,3,5,5,13,Champions
18252,264,2,1319.6396441098275,1,1,1,3,Lost
18253,9,4,2807.2150437663813,5,3,4,12,Loyal Customers
18254,166,4,1728.7118369912405,1,3,2,6,At Risk
18255,35,4,2976.6738043357755,4,3,4,11,Loyal Customers
18256,90,2,1176.1600863079686,2,1,1,4,At Risk
18257,48,2,781.1043706529349,3,1,1,5,At Risk
18258,49,6,5298.954343354015,3,4,5,12,Loyal Customers
18259,174,7,2881.6424525630405,1,5,4,10,Loyal Customers
18260,18,6,2918.393254550554,5,4,4,13,Champions
18261,87,5,2313.3069577256274,2,3,3,8,Potential Loyalists
18262,37,4,1091.0271941027404,4,3,1,8,Potential Loyalists
18263,16,10,4013.267751214919,5,5,5,15,Champions
18264,23,7,2301.8358316339563,4,5,3,12,Loyal Customers
18265,125,7,2864.8597156430933,2,5,4,11,Loyal Customers
18266,246,4,1656.694952339839,1,3,2,6,At Risk
18267,16,4,2089.1480753383958,5,3,3,11,Loyal Customers
18268,76,3,2532.1872738276315,3,2,3,8,Potential Loyalists
18269,31,7,2709.32652267872,4,5,3,12,Loyal Customers
18270,67,4,2308.65046516001,3,3,3,9,Potential Loyalists
18271,294,2,1004.9466194857356,1,1,1,3,Lost
18272,24,4,2384.500614747208,4,3,3,10,Loyal Customers
18273,51,5,1746.6923609616276,3,3,2,8,Potential Loyalists
18274,30,9,3273.057528916536,4,5,4,13,Champions
18275,112,3,1649.6061285912235,2,2,2,6,At Risk
18276,149,7,2392.793385150909,1,5,3,9,Potential Loyalists
18277,3,10,5628.310540826609,5,5,5,15,Champions
18278,35,5,3428.991219851261,4,3,4,11,Loyal Customers
18279,372,3,1527.5551860132657,1,2,2,5,At Risk
18281,39,3,975.8073841452598,4,2,1,7,Potential Loyalists
18282,70,5,2116.4967520961936,3,3,3,9,Potential Loyalists
18283,116,3,1683.060100345349,2,2,2,6,At Risk
18284,103,11,4524.369066742413,2,5,5,12,Loyal Customers
18285,198,4,1577.562178645829,1,3,2,6,At Risk
18286,293,1,611.0711629270149,1,1,1,3,Lost
18287,66,1,616.8678385943434,3,1,1,5,At Risk
18288,104,5,2817.0838145183634,2,3,4,9,Potential Loyalists
18289,132,2,873.2624387339605,2,1,1,4,At Risk
18290,172,5,2537.751914834307,1,3,3,7,Potential Loyalists
18291,53,4,1677.8924173635974,3,3,2,8,Potential Loyalists
18292,20,5,2572.2490587464285,4,3,3,10,Loyal Customers
18293,144,4,1420.040715332748,1,3,2,6,At Risk
18294,3,3,1944.620659852905,5,2,2,9,Potential Loyalists
18295,60,8,4053.728943955058,3,5,5,13,Champions
18296,47,3,301.20075246680403,3,2,1,6,At Risk
18297,2,5,2089.562138363593,5,3,3,11,Loyal Customers
18298,72,4,3161.1282873238038,3,3,4,10,Loyal Customers
18299,40,10,6094.035425559247,4,5,5,14,Champions
18300,21,4,2102.466977739442,4,3,3,10,Loyal Customers
18301,171,2,1353.8427943261347,1,1,1,3,Lost
18302,92,11,7610.674284569168,2,5,5,12,Loyal Customers
18303,26,11,4711.654207491243,4,5,5,14,Champions
18304,44,7,2616.10004121922,3,5,3,11,Loyal Customers
18305,39,3,2137.4528916926083,4,2,3,9,Potential Loyalists
18306,39,5,2334.0943074878733,4,3,3,10,Loyal Customers
18307,52,6,2868.570607919659,3,4,4,11,Loyal Customers
18308,40,7,4030.3637567231135,4,5,5,14,Champions
18309,4,8,3959.545671290784,5,5,5,15,Champions
18310,106,3,1730.8887120188742,2,2,2,6,At Risk
18311,289,6,2723.177356346177,1,4,3,8,Potential Loyalists
18312,190,2,1419.3974904450836,1,1,2,4,At Risk
18313,5,10,5078.4505132624,5,5,5,15,Champions
18314,291,4,1875.8701170018712,1,3,2,6,At Risk
18315,111,3,1559.2968982597656,2,2,2,6,At Risk
18316,301,3,1186.7885849414636,1,2,1,4,At Risk
18317,15,5,1261.0534419393143,5,3,1,9,Potential Loyalists
18318,275,1,128.06089904482508,1,1,1,3,Lost
18319,159,3,2532.511231431933,1,2,3,6,At Risk
18320,47,5,3283.034561177638,3,3,4,10,Loyal Customers
18321,12,7,3500.303347468771,5,5,4,14,Champions
18322,104,3,2675.044654054573,2,2,3,7,Potential Loyalists
18323,342,2,804.8728285603247,1,1,1,3,Lost
18324,9,4,2496.582262368481,5,3,3,11,Loyal Customers
18325,170,4,1294.0777951200514,1,3,1,5,At Risk
18326,4,9,4997.135426300207,5,5,5,15,Champions
18327,202,3,2051.202675344637,1,2,2,5,At Risk
18328,120,6,3183.081639477331,2,4,4,10,Loyal Customers
18329,62,5,1499.2582545726857,3,3,2,8,Potential Loyalists
18330,277,3,2255.898537568104,1,2,3,6,At Risk
18331,4,12,4811.763629928173,5,5,5,15,Champions
18332,3,5,3335.323434210908,5,3,4,12,Loyal Customers
18333,351,1,553.1362727342851,1,1,1,3,Lost
18334,41,6,3852.7017077303935,4,4,5,13,Champions
18335,98,5,2627.326013674417,2,3,3,8,Potential Loyalists
18336,48,4,1949.8773130434795,3,3,2,8,Potential Loyalists
18337,75,4,2658.307600107909,3,3,3,9,Potential Loyalists
18338,174,4,1801.795528807484,1,3,2,6,At Risk
18339,92,5,1696.2350905683668,2,3,2,7,Potential Loyalists
18340,168,5,2531.424893139548,1,3,3,7,Potential Loyalists
18341,182,6,2124.385313446803,1,4,3,8,Potential Loyalists
18342,82,2,502.6493374257783,2,1,1,4,At Risk
18343,80,6,2147.669768136123,2,4,3,9,Potential Loyalists
18344,36,7,2541.3453641865376,4,5,3,12,Loyal Customers
18345,71,2,277.38345752496457,3,1,1,5,At Risk
18346,8,7,3777.868657058248,5,5,5,15,Champions
18347,13,5,1563.8500796863625,5,3,2,10,Loyal Customers
18348,41,5,3139.0772669890757,4,3,4,11,Loyal Customers
18349,30,3,2299.2863808869984,4,2,3,9,Potential Loyalists
18350,102,3,1274.8759451529377,2,2,1,5,At Risk
18351,112,2,741.53268323111,2,1,1,4,At Risk
18352,88,3,1600.2348886147636,2,2,2,6,At Risk
18353,63,7,3105.315066394244,3,5,4,12,Loyal Customers
18354,49,10,4156.503191431812,3,5,5,13,Champions
18355,33,3,2045.657872415803,4,2,2,8,Potential Loyalists
18356,109,3,1646.2215769082677,2,2,2,6,At Risk
18357,67,5,2770.300001149576,3,3,4,10,Loyal Customers
18358,134,4,1948.796849873977,1,3,2,6,At Risk
18359,18,2,418.68327513607454,5,1,1,7,Potential Loyalists
18360,19,6,3925.7341432067706,5,4,5,14,Champions
18361,16,7,3312.512157504865,5,5,4,14,Champions
18362,11,2,819.9935412673238,5,1,1,7,Potential Loyalists
18363,39,4,1003.024929543022,4,3,1,8,Potential Loyalists
18364,40,3,288.4524283624652,4,2,1,7,Potential Loyalists
18365,283,1,949.290597092578,1,1,1,3,Lost
18366,38,4,1712.8604432639224,4,3,2,9,Potential Loyalists
18367,66,5,3142.153428106222,3,3,4,10,Loyal Customers
18368,32,5,2367.436339160005,4,3,3,10,Loyal Customers
18369,16,6,2248.326055931243,5,4,3,12,Loyal Customers
18370,217,3,1780.6984120538914,1,2,2,5,At Risk
18371,122,5,2222.673982275745,2,3,3,8,Potential Loyalists
18372,94,4,1223.1080867256835,2,3,1,6,At Risk
18373,135,3,1907.759426293553,1,2,2,5,At Risk
18374,150,3,686.8141337046536,1,2,1,4,At Risk
18375,247,2,702.952875216175,1,1,1,3,Lost
18376,212,3,1320.8629047135807,1,2,1,4,At Risk
18377,4,7,3014.691895319373,5,5,4,14,Champions
18378,79,7,2963.733845221276,2,5,4,11,Loyal Customers
18379,136,9,6259.7956279659165,1,5,5,11,Loyal Customers
18380,199,6,2703.7095457945893,1,4,3,8,Potential Loyalists
18381,106,5,3138.1388138920274,2,3,4,9,Potential Loyalists
18382,135,4,668.1851367810777,1,3,1,5,At Risk
18383,44,8,3086.026820950172,3,5,4,12,Loyal Customers
18384,19,2,1315.127859426187,5,1,1,7,Potential Loyalists
18385,27,4,2574.675200669195,4,3,3,10,Loyal Customers
18386,141,2,993.6308565260488,1,1,1,3,Lost
18387,23,4,3227.3975992681912,4,3,4,11,Loyal Customers
18388,73,6,2740.40294472648,3,4,3,10,Loyal Customers
18389,109,5,1186.5790973323583,2,3,1,6,At Risk
18390,49,7,2281.700580217358,3,5,3,11,Loyal Customers
18391,251,3,1016.7447994851937,1,2,1,4,At Risk
18392,85,5,2898.302396927611,2,3,4,9,Potential Loyalists
18393,11,6,2824.824473686031,5,4,4,13,Champions
18394,55,3,2061.520134972766,3,2,2,7,Potential Loyalists
18395,73,1,25.413696364910308,3,1,1,5,At Risk
18396,91,3,1320.8464192827437,2,2,1,5,At Risk
18397,22,8,3272.272680226406,4,5,4,13,Champions
18398,33,3,1883.2940114369096,4,2,2,8,Potential Loyalists
18399,210,3,302.1373501737867,1,2,1,4,At Risk
18400,27,5,1796.8061823757298,4,3,2,9,Potential Loyalists
18401,39,4,1596.9035576420886,4,3,2,9,Potential Loyalists
18402,127,6,3166.2797486715644,2,4,4,10,Loyal Customers
18403,1,6,1525.023546830566,5,4,2,11,Loyal Customers
18404,22,4,1766.0678823046594,4,3,2,9,Potential Loyalists
18405,69,2,839.2418677540014,3,1,1,5,At Risk
18406,53,5,2232.350770159567,3,3,3,9,Potential Loyalists
18407,93,5,1772.690880309449,2,3,2,7,Potential Loyalists
18408,23,5,2892.5052242939505,4,3,4,11,Loyal Customers
18409,54,7,3440.590023288631,3,5,4,12,Loyal Customers
18410,112,2,1250.5481701297745,2,1,1,4,At Risk
18411,30,4,3058.912014800821,4,3,4,11,Loyal Customers
18412,26,9,5767.209512458973,4,5,5,14,Champions
18413,18,11,3802.09484814519,5,5,5,15,Champions
18414,228,2,260.2185749684318,1,1,1,3,Lost
18415,39,7,2634.6444063710524,4,5,3,12,Loyal Customers
18416,366,2,1526.617474901262,1,1,2,4,At Risk
18417,143,3,2542.986556557358,1,2,3,6,At Risk
18418,156,7,3074.340406300541,1,5,4,10,Loyal Customers
18419,17,9,4587.574985502362,5,5,5,15,Champions
18420,13,4,2177.93334122731,5,3,3,11,Loyal Customers
18421,46,3,1413.7718135480536,3,2,1,6,At Risk
18422,13,8,4958.631270464858,5,5,5,15,Champions
18423,24,7,2183.7370573275884,4,5,3,12,Loyal Customers
18424,73,4,1375.3766477396762,3,3,1,7,Potential Loyalists
18425,21,3,1725.4233040015536,4,2,2,8,Potential Loyalists
18426,53,5,2873.33415904479,3,3,4,10,Loyal Customers
18427,370,1,659.0077098887263,1,1,1,3,Lost
18428,143,4,1675.551137737998,1,3,2,6,At Risk
18429,4,7,3368.089255403471,5,5,4,14,Champions
18430,152,4,1759.0836093562975,1,3,2,6,At Risk
18431,151,5,1841.3864227880097,1,3,2,6,At Risk
18432,87,9,4058.476480459319,2,5,5,12,Loyal Customers
18433,38,9,5520.856823475183,4,5,5,14,Champions
18434,15,7,3247.316226014849,5,5,4,14,Champions
18435,52,4,1798.975481295103,3,3,2,8,Potential Loyalists
18436,61,6,4418.656310474339,3,4,5,12,Loyal Customers
18437,269,3,1752.1544711664135,1,2,2,5,At Risk
18438,187,6,4084.4579195782185,1,4,5,10,Loyal Customers
18439,156,7,3780.447284651056,1,5,5,11,Loyal Customers
18440,10,3,1272.963915583611,5,2,1,8,Potential Loyalists
18441,144,3,829.4045357399586,1,2,1,4,At Risk
18442,80,6,3158.7751179718034,2,4,4,10,Loyal Customers
18443,64,4,1964.361432298653,3,3,2,8,Potential Loyalists
18444,65,3,1854.19766177466,3,2,2,7,Potential Loyalists
18445,57,6,2247.986935704152,3,4,3,10,Loyal Customers
18446,18,7,2441.7695382486936,5,5,3,13,Champions
18447,4,7,3086.4153621892947,5,5,4,14,Champions
18448,35,8,4442.124892909274,4,5,5,14,Champions
18449,17,8,5299.549066165151,5,5,5,15,Champions
18450,121,4,1333.0363864399735,2,3,1,6,At Risk
18451,43,5,1160.512496148143,4,3,1,8,Potential Loyalists
18452,33,3,1271.4712566429334,4,2,1,7,Potential Loyalists
18453,15,4,2016.7355412090028,5,3,2,10,Loyal Customers
18454,20,7,2477.854449534372,4,5,3,12,Loyal Customers
18455,85,4,1001.188859838434,2,3,1,6,At Risk
18456,15,6,2993.332688739407,5,4,4,13,Champions
18457,55,7,4769.4129205415775,3,5,5,13,Champions
18458,43,9,4001.1215167984255,4,5,5,14,Champions
18459,160,3,1202.1311416258563,1,2,1,4,At Risk
18460,91,5,2140.1282511707286,2,3,3,8,Potential Loyalists
18461,36,4,2110.6181894433216,4,3,3,10,Loyal Customers
18462,6,8,4077.7737418172273,5,5,5,15,Champions
18463,30,10,4046.8393599324295,4,5,5,14,Champions
18464,172,4,815.7609498905982,1,3,1,5,At Risk
18465,2,6,2194.292136677634,5,4,3,12,Loyal Customers
18466,145,5,2234.203224161572,1,3,3,7,Potential Loyalists
18467,55,2,1272.398725543942,3,1,1,5,At Risk
18468,47,4,2000.3981852444424,3,3,2,8,Potential Loyalists
18469,59,4,1808.9658218445784,3,3,2,8,Potential Loyalists
18470,54,8,4671.045052817447,3,5,5,13,Champions
18471,148,2,1326.9920840787408,1,1,1,3,Lost
18472,27,8,4207.611483414162,4,5,5,14,Champions
18473,340,3,1378.320796722886,1,2,1,4,At Risk
18474,24,1,429.7882269517895,4,1,1,6,At Risk
18475,5,3,977.8096310498352,5,2,1,8,Potential Loyalists
18476,102,7,5641.4000653231415,2,5,5,12,Loyal Customers
18477,50,5,2460.027278642342,3,3,3,9,Potential Loyalists
18478,214,3,933.8902982970404,1,2,1,4,At Risk
18479,52,2,1331.9804579000638,3,1,1,5,At Risk
18480,85,6,3451.0674641251667,2,4,4,10,Loyal Customers
18481,43,3,1343.910681071971,4,2,1,7,Potential Loyalists
18482,55,4,2049.293786303216,3,3,2,8,Potential Loyalists
18483,26,7,1868.383817322888,4,5,2,11,Loyal Customers
18484,28,3,1498.7579055471638,4,2,2,8,Potential Loyalists
18485,33,7,4130.332016362849,4,5,5,14,Champions
18486,55,5,1694.1748623251854,3,3,2,8,Potential Loyalists
18487,124,2,1392.0416081620815,2,1,1,4,At Risk
18488,96,5,3672.272277585172,2,3,5,10,Loyal Customers
18489,50,4,1744.12397478798,3,3,2,8,Potential Loyalists
18490,197,1,991.3391583935024,1,1,1,3,Lost
18491,23,5,2560.296843325891,4,3,3,10,Loyal Customers
18492,85,6,3140.7695715981795,2,4,4,10,Loyal Customers
18494,15,9,5735.644328808724,5,5,5,15,Champions
18495,88,3,1038.092238113458,2,2,1,5,At Risk
18496,139,8,4083.9055239510462,1,5,5,11,Loyal Customers
18497,66,3,723.5242369291536,3,2,1,6,At Risk
18498,48,8,4145.798255451232,3,5,5,13,Champions
18499,7,8,3795.359982434844,5,5,5,15,Champions
18500,49,6,2758.861253584247,3,4,4,11,Loyal Customers
18501,208,2,681.6335477502621,1,1,1,3,Lost
18502,151,4,1935.6776604512525,1,3,2,6,At Risk
18503,3,5,1782.4111233231486,5,3,2,10,Loyal Customers
18504,12,8,4023.2670041869033,5,5,5,15,Champions
18505,127,2,644.1902648757925,2,1,1,4,At Risk
18506,81,8,3889.318206411604,2,5,5,12,Loyal Customers
18507,1,3,804.4909570055515,5,2,1,8,Potential Loyalists
18508,90,4,2166.7145887348656,2,3,3,8,Potential Loyalists
18509,252,5,2292.8228702621445,1,3,3,7,Potential Loyalists
18510,76,8,4386.971829757806,3,5,5,13,Champions
18511,152,2,1158.7173046934474,1,1,1,3,Lost
18512,27,6,3877.016659977941,4,4,5,13,Champions
18513,179,5,1596.518957280856,1,3,2,6,At Risk
18514,66,5,2286.6061498794465,3,3,3,9,Potential Loyalists
18515,15,2,1095.1408156564955,5,1,1,7,Potential Loyalists
18516,65,3,1806.479182300025,3,2,2,7,Potential Loyalists
18517,34,7,3191.3750309555357,4,5,4,13,Champions
18519,54,5,1564.3968045397355,3,3,2,8,Potential Loyalists
18520,64,6,3438.437459112525,3,4,4,11,Loyal Customers
18521,44,4,1562.1968276399036,3,3,2,8,Potential Loyalists
18522,87,4,1839.4128930624995,2,3,2,7,Potential Loyalists
18523,61,2,995.1555542601044,3,1,1,5,At Risk
18524,1,4,1088.2662118978544,5,3,1,9,Potential Loyalists
18525,50,11,4381.655528569989,3,5,5,13,Champions
18526,83,2,445.29544543542926,2,1,1,4,At Risk
18527,71,6,2338.7850362119366,3,4,3,10,Loyal Customers
18528,80,9,6109.407352997656,2,5,5,12,Loyal Customers
18529,31,2,1530.017055826733,4,1,2,7,Potential Loyalists
18530,116,3,909.4786779968496,2,2,1,5,At Risk
18531,39,6,2083.986129380204,4,4,2,10,Loyal Customers
18532,197,2,1673.8619905810642,1,1,2,4,At Risk
18533,20,9,3660.694868374592,4,5,5,14,Champions
18534,44,7,5068.042124500515,3,5,5,13,Champions
18535,80,9,4579.500649096337,2,5,5,12,Loyal Customers
18536,59,6,3302.0006213473507,3,4,4,11,Loyal Customers
18537,23,6,3826.325409995289,4,4,5,13,Champions
18538,94,3,1860.943409239157,2,2,2,6,At Risk
18539,261,2,767.6210472730345,1,1,1,3,Lost
18540,66,5,1463.936259555017,3,3,2,8,Potential Loyalists
18541,54,5,2869.3395790927457,3,3,4,10,Loyal Customers
18542,36,6,2935.15696690736,4,4,4,12,Loyal Customers
18543,146,3,1307.860212211484,1,2,1,4,At Risk
18544,220,5,1456.633160471092,1,3,2,6,At Risk
18545,127,5,4183.816013193997,2,3,5,10,Loyal Customers
18546,87,7,4565.053366896229,2,5,5,12,Loyal Customers
18547,6,4,1523.1830409001132,5,3,2,10,Loyal Customers
18548,21,6,4032.624730435826,4,4,5,13,Champions
18549,18,4,3242.372319382396,5,3,4,12,Loyal Customers
18550,34,5,1958.1752294318808,4,3,2,9,Potential Loyalists
18551,198,3,768.6249465827908,1,2,1,4,At Risk
18552,112,9,4274.476353213486,2,5,5,12,Loyal Customers
18553,50,6,3606.8095251655695,3,4,5,12,Loyal Customers
18554,48,7,2285.0134023414184,3,5,3,11,Loyal Customers
18555,309,4,2093.3721164599824,1,3,3,7,Potential Loyalists
18556,4,7,3568.889001597402,5,5,5,15,Champions
18557,59,7,3354.80107783103,3,5,4,12,Loyal Customers
18558,266,3,1869.2944873884503,1,2,2,5,At Risk
18559,56,7,2688.7076636838115,3,5,3,11,Loyal Customers
18560,3,4,2959.551359920484,5,3,4,12,Loyal Customers
18561,18,8,3856.913751119084,5,5,5,15,Champions
18562,179,6,2769.9462953314783,1,4,4,9,Potential Loyalists
18563,60,7,3367.148418051086,3,5,4,12,Loyal Customers
18564,217,2,893.9595764741617,1,1,1,3,Lost
18565,95,4,1646.144735103809,2,3,2,7,Potential Loyalists
18566,68,3,673.8314909140735,3,2,1,6,At Risk
18567,31,7,2629.543180197656,4,5,3,12,Loyal Customers
18568,8,8,3684.175626164063,5,5,5,15,Champions
18569,101,3,2092.8779662826923,2,2,3,7,Potential Loyalists
18570,50,4,2836.5485603066863,3,3,4,10,Loyal Customers
18571,251,1,65.6859713442406,1,1,1,3,Lost
18572,57,4,2299.3697531374683,3,3,3,9,Potential Loyalists
18573,5,9,4690.495093405836,5,5,5,15,Champions
18574,69,4,1064.7358054061956,3,3,1,7,Potential Loyalists
18575,3,3,2134.1219656485,5,2,3,10,Loyal Customers
18576,34,6,2956.83459622314,4,4,4,12,Loyal Customers
18577,80,2,1262.6478993655844,2,1,1,4,At Risk
18578,17,5,1721.6024538907957,5,3,2,10,Loyal Customers
18579,21,5,1587.698089719505,4,3,2,9,Potential Loyalists
18580,42,5,2016.814992867776,4,3,2,9,Potential Loyalists
18581,5,6,3182.4761018899558,5,4,4,13,Champions
18582,192,4,2499.0721327359547,1,3,3,7,Potential Loyalists
18583,18,4,1637.4670734287176,5,3,2,10,Loyal Customers
18584,25,8,4579.210170052265,4,5,5,14,Champions
18585,10,6,2092.076009822358,5,4,3,12,Loyal Customers
18586,6,6,2405.7038793799097,5,4,3,12,Loyal Customers
18587,14,6,3335.4758505580435,5,4,4,13,Champions
18588,112,5,2109.7588619492826,2,3,3,8,Potential Loyalists
18589,34,4,2211.536254764457,4,3,3,10,Loyal Customers
18590,131,1,606.190389505951,2,1,1,4,At Risk
18591,54,5,2277.7704132617105,3,3,3,9,Potential Loyalists
18592,72,5,3275.8391194770443,3,3,4,10,Loyal Customers
18593,54,8,2897.077932295775,3,5,4,12,Loyal Customers
18594,45,4,1665.001388134792,3,3,2,8,Potential Loyalists
18595,210,6,3277.493713522231,1,4,4,9,Potential Loyalists
18596,10,4,1784.1801802641337,5,3,2,10,Loyal Customers
18597,35,2,1954.6892278622213,4,1,2,7,Potential Loyalists
18598,161,3,2205.3753758604867,1,2,3,6,At Risk
18599,73,4,2748.266893271384,3,3,4,10,Loyal Customers
18600,69,5,3068.0039138400584,3,3,4,10,Loyal Customers
18601,90,5,2682.068453894409,2,3,3,8,Potential Loyalists
18602,67,6,3611.270715338524,3,4,5,12,Loyal Customers
18603,184,3,1243.366344579139,1,2,1,4,At Risk
18604,7,4,1788.787554577934,5,3,2,10,Loyal Customers
18605,71,4,1283.2510346047516,3,3,1,7,Potential Loyalists
18606,61,5,3619.486671294421,3,3,5,11,Loyal Customers
18607,1,3,1815.864001658368,5,2,2,9,Potential Loyalists
18608,203,3,965.767499493086,1,2,1,4,At Risk
18609,16,8,4285.6817984187055,5,5,5,15,Champions
18610,85,6,1656.906903515178,2,4,2,8,Potential Loyalists
18611,61,1,958.533075513894,3,1,1,5,At Risk
18612,14,8,3710.367102654534,5,5,5,15,Champions
18613,7,7,4041.222864432506,5,5,5,15,Champions
18614,45,3,1510.1104130933809,3,2,2,7,Potential Loyalists
18615,114,7,3439.834517224475,2,5,4,11,Loyal Customers
18616,219,3,1408.2353776821346,1,2,1,4,At Risk
18617,28,8,3828.859616471782,4,5,5,14,Champions
18618,38,2,992.6593526122967,4,1,1,6,At Risk
18619,110,1,855.4573457534109,2,1,1,4,At Risk
18620,12,7,3298.3753045451426,5,5,4,14,Champions
18621,10,4,1810.7393503034791,5,3,2,10,Loyal Customers
18622,57,4,1523.0044221777032,3,3,2,8,Potential Loyalists
18623,155,3,2039.539410576749,1,2,2,5,At Risk
18624,10,8,4144.512437405112,5,5,5,15,Champions
18625,31,8,2880.022262138324,4,5,4,13,Champions
18626,123,8,4611.577773459259,2,5,5,12,Loyal Customers
18627,118,5,1405.820845316878,2,3,1,6,At Risk
18628,67,5,2603.4228584842467,3,3,3,9,Potential Loyalists
18629,70,4,2482.4119055608767,3,3,3,9,Potential Loyalists
18630,84,8,4954.376546746521,2,5,5,12,Loyal Customers
18631,172,4,2268.99777652653,1,3,3,7,Potential Loyalists
18632,110,3,1274.257248716002,2,2,1,5,At Risk
18633,81,6,1502.2825730863856,2,4,2,8,Potential Loyalists
18634,171,7,2941.276138071998,1,5,4,10,Loyal Customers
18635,9,6,3383.9870149256776,5,4,4,13,Champions
18636,74,5,2437.145919805213,3,3,3,9,Potential Loyalists
18637,102,6,3191.5894898261627,2,4,4,10,Loyal Customers
18638,2,6,3847.095574792515,5,4,5,14,Champions
18639,141,7,2644.9224447423003,1,5,3,9,Potential Loyalists
18640,255,1,367.7172173204247,1,1,1,3,Lost
18641,73,3,722.2329045395853,3,2,1,6,At Risk
18642,1,8,3401.2217758611328,5,5,4,14,Champions
18643,200,2,1035.644040840922,1,1,1,3,Lost
18644,22,5,3243.3821469758004,4,3,4,11,Loyal Customers
18645,185,7,2450.4741652630723,1,5,3,9,Potential Loyalists
18646,119,5,2465.619138985958,2,3,3,8,Potential Loyalists
18647,248,3,2089.454133485496,1,2,3,6,At Risk
18648,253,3,853.4888538470951,1,2,1,4,At Risk
18649,77,5,1923.6828701165775,2,3,2,7,Potential Loyalists
18650,21,5,3109.5707838111944,4,3,4,11,Loyal Customers
18651,55,7,2797.768827321897,3,5,4,12,Loyal Customers
18652,4,9,5489.760423413341,5,5,5,15,Champions
18653,11,12,6290.318887310945,5,5,5,15,Champions
18654,65,5,1679.7795788455128,3,3,2,8,Potential Loyalists
18655,238,2,286.8944542680045,1,1,1,3,Lost
18656,17,4,2348.1568412010065,5,3,3,11,Loyal Customers
18657,10,8,2601.598767636344,5,5,3,13,Champions
18658,24,3,963.5665765349132,4,2,1,7,Potential Loyalists
18659,217,1,293.1715507864082,1,1,1,3,Lost
18660,82,4,2210.018339710516,2,3,3,8,Potential Loyalists
18661,236,3,1151.9825209417131,1,2,1,4,At Risk
18662,226,5,2200.602412627813,1,3,3,7,Potential Loyalists
18663,170,10,5782.212959371791,1,5,5,11,Loyal Customers
18664,288,3,2012.038159610713,1,2,2,5,At Risk
18665,37,8,2966.0314166134112,4,5,4,13,Champions
18666,344,1,207.3273161688156,1,1,1,3,Lost
18667,85,5,2488.4681903903734,2,3,3,8,Potential Loyalists
18668,173,6,1759.0675138943386,1,4,2,7,Potential Loyalists
18669,144,1,642.844146876969,1,1,1,3,Lost
18670,67,7,3694.925679551996,3,5,5,13,Champions
18671,3,4,2405.481067739164,5,3,3,11,Loyal Customers
18672,27,4,2501.3144814489906,4,3,3,10,Loyal Customers
18673,40,4,2366.586741558238,4,3,3,10,Loyal Customers
18674,73,3,1773.4394407640875,3,2,2,7,Potential Loyalists
18675,37,7,3887.926166948585,4,5,5,14,Champions
